Extraction des impliquants premiers
T: Déjà Traité  P: Premier  A: en attente

Groupage N°1
T 0-11-000011
T -011-000011
T --110000011
T 0011000-1-1
T 001100-01-1
T 00110-001-1
T 0011-0001-1
T 0-1100001-1
T -01100001-1
T 001100--101
T 00110-0-101
T 0011-00-101
T 0-11000-101
T -011000-101
T 00110--0101
T 0011-0-0101
T 0-1100-0101
T -01100-0101
T 0011--00101
T 0-110-00101
T -0110-00101
T 0-11-000101
T -011-000101
T --110000101
T 00110001--1
T 001100-10-1
T 00110-010-1
T 0011-0010-1
T 0-1100010-1
T -01100010-1
T 001100-1-01
T 00110-01-01
T 0011-001-01
T 0-110001-01
T -0110001-01
T 00110--1001
T 0011-0-1001
T 0-1100-1001
T -01100-1001
T 0011--01001
T 0-110-01001
T -0110-01001
T 0-11-001001
T -011-001001
T --110001001
T 00110010--1
T 0011001-0-1
T 00110-100-1
T 0011-0100-1
T 0-1100100-1
T -01100100-1
T 0011001--01
T 00110-10-01
T 0011-010-01
T 0-110010-01
T -0110010-01
T 00110-1-001
T 0011-01-001
T 0-11001-001
T -011001-001
T 0011--10001
T 0-110-10001
T -0110-10001
T 0-11-010001
T -011-010001
T --110010001
T 00110100--1
T 0011010-0-1
T 001101-00-1
T 0011-1000-1
T 0-1101000-1
T -01101000-1
T 0011010--01
T 001101-0-01
T 0011-100-01
T 0-110100-01
T -0110100-01
T 001101--001
T 0011-10-001
T 0-11010-001
T -011010-001
T 0011-1-0001
T 0-1101-0001
T -01101-0001
T 0-11-100001
T -011-100001
T --110100001
T 00111000--1
T 0011100-0-1
T 001110-00-1
T 00111-000-1
T 0-1110000-1
T -01110000-1
T 0011100--01
T 001110-0-01
T 00111-00-01
T 0-111000-01
T -0111000-01
T 001110--001
T 00111-0-001
T 0-11100-001
T -011100-001
T 00111--0001
T 0-1110-0001
T -01110-0001
T 0-111-00001
T -0111-00001
T --111000001
T 010000--111
T 01000-0-111
T 0100-00-111
T 010-000-111
T 01-0000-111
T -100000-111
T 01000--0111
T 0100-0-0111
T 010-00-0111
T 01-000-0111
T -10000-0111
T 0100--00111
T 010-0-00111
T 01-00-00111
T -1000-00111
T 010--000111
T 01-0-000111
T -100-000111
T 01--0000111
T -10-0000111
T -1-00000111
T 010000-1-11
T 01000-01-11
T 0100-001-11
T 010-0001-11
T 01-00001-11
T -1000001-11
T 01000--1011
T 0100-0-1011
T 010-00-1011
T 01-000-1011
T -10000-1011
T 0100--01011
T 010-0-01011
T 01-00-01011
T -1000-01011
T 010--001011
T 01-0-001011
T -100-001011
T 01--0001011
T -10-0001011
T -1-00001011
T 010000-11-1
T 01000-011-1
T 0100-0011-1
T 010-00011-1
T 01-000011-1
T -10000011-1
T 01000--1101
T 0100-0-1101
T 010-00-1101
T 01-000-1101
T -10000-1101
T 0100--01101
T 010-0-01101
T 01-00-01101
T -1000-01101
T 010--001101
T 01-0-001101
T -100-001101
T 01--0001101
T -10-0001101
T -1-00001101
T 0100001--11
T 01000-10-11
T 0100-010-11
T 010-0010-11
T 01-00010-11
T -1000010-11
T 01000-1-011
T 0100-01-011
T 010-001-011
T 01-0001-011
T -100001-011
T 0100--10011
T 010-0-10011
T 01-00-10011
T -1000-10011
T 010--010011
T 01-0-010011
T -100-010011
T 01--0010011
T -10-0010011
T -1-00010011
T 0100001-1-1
T 01000-101-1
T 0100-0101-1
T 010-00101-1
T 01-000101-1
T -10000101-1
T 01000-1-101
T 0100-01-101
T 010-001-101
T 01-0001-101
T -100001-101
T 0100--10101
T 010-0-10101
T 01-00-10101
T -1000-10101
T 010--010101
T 01-0-010101
T -100-010101
T 01--0010101
T -10-0010101
T -1-00010101
T 01000011--1
T 01000-110-1
T 0100-0110-1
T 010-00110-1
T 01-000110-1
T -10000110-1
T 01000-11-01
T 0100-011-01
T 010-0011-01
T 01-00011-01
T -1000011-01
T 0100--11001
T 010-0-11001
T 01-00-11001
T -1000-11001
T 010--011001
T 01-0-011001
T -100-011001
T 01--0011001
T -10-0011001
T -1-00011001
T 0100010--11
T 010001-0-11
T 0100-100-11
T 010-0100-11
T 01-00100-11
T -1000100-11
T 010001--011
T 0100-10-011
T 010-010-011
T 01-0010-011
T -100010-011
T 0100-1-0011
T 010-01-0011
T 01-001-0011
T -10001-0011
T 010--100011
T 01-0-100011
T -100-100011
T 01--0100011
T -10-0100011
T -1-00100011
T 0100010-1-1
T 010001-01-1
T 0100-1001-1
T 010-01001-1
T 01-001001-1
T -10001001-1
T 010001--101
T 0100-10-101
T 010-010-101
T 01-0010-101
T -100010-101
T 0100-1-0101
T 010-01-0101
T 01-001-0101
T -10001-0101
T 010--100101
T 01-0-100101
T -100-100101
T 01--0100101
T -10-0100101
T -1-00100101
T 01000101--1
T 010001-10-1
T 0100-1010-1
T 010-01010-1
T 01-001010-1
T -10001010-1
T 010001-1-01
T 0100-101-01
T 010-0101-01
T 01-00101-01
T -1000101-01
T 0100-1-1001
T 010-01-1001
T 01-001-1001
T -10001-1001
T 010--101001
T 01-0-101001
T -100-101001
T 01--0101001
T -10-0101001
T -1-00101001
T 01000110--1
T 0100011-0-1
T 0100-1100-1
T 010-01100-1
T 01-001100-1
T -10001100-1
T 0100011--01
T 0100-110-01
T 010-0110-01
T 01-00110-01
T -1000110-01
T 0100-11-001
T 010-011-001
T 01-0011-001
T -100011-001
T 010--110001
T 01-0-110001
T -100-110001
T 01--0110001
T -10-0110001
T -1-00110001
T 0100100--11
T 010010-0-11
T 01001-00-11
T 010-1000-11
T 01-01000-11
T -1001000-11
T 010010--011
T 01001-0-011
T 010-100-011
T 01-0100-011
T -100100-011
T 01001--0011
T 010-10-0011
T 01-010-0011
T -10010-0011
T 010-1-00011
T 01-01-00011
T -1001-00011
T 01--1000011
T -10-1000011
T -1-01000011
T 0100100-1-1
T 010010-01-1
T 01001-001-1
T 010-10001-1
T 01-010001-1
T -10010001-1
T 010010--101
T 01001-0-101
T 010-100-101
T 01-0100-101
T -100100-101
T 01001--0101
T 010-10-0101
T 01-010-0101
T -10010-0101
T 010-1-00101
T 01-01-00101
T -1001-00101
T 01--1000101
T -10-1000101
T -1-01000101
T 01001001--1
T 010010-10-1
T 01001-010-1
T 010-10010-1
T 01-010010-1
T -10010010-1
T 010010-1-01
T 01001-01-01
T 010-1001-01
T 01-01001-01
T -1001001-01
T 01001--1001
T 010-10-1001
T 01-010-1001
T -10010-1001
T 010-1-01001
T 01-01-01001
T -1001-01001
T 01--1001001
T -10-1001001
T -1-01001001
T 01001010--1
T 0100101-0-1
T 01001-100-1
T 010-10100-1
T 01-010100-1
T -10010100-1
T 0100101--01
T 01001-10-01
T 010-1010-01
T 01-01010-01
T -1001010-01
T 01001-1-001
T 010-101-001
T 01-0101-001
T -100101-001
T 010-1-10001
T 01-01-10001
T -1001-10001
T 01--1010001
T -10-1010001
T -1-01010001
T 01001100--1
T 0100110-0-1
T 010011-00-1
T 010-11000-1
T 01-011000-1
T -10011000-1
T 0100110--01
T 010011-0-01
T 010-1100-01
T 01-01100-01
T -1001100-01
T 010011--001
T 010-110-001
T 01-0110-001
T -100110-001
T 010-11-0001
T 01-011-0001
T -10011-0001
T 01--1100001
T -10-1100001
T -1-01100001
T 0101000--11
T 010100-0-11
T 01010-00-11
T 0101-000-11
T 01-10000-11
T -1010000-11
T 010100--011
T 01010-0-011
T 0101-00-011
T 01-1000-011
T -101000-011
T 01010--0011
T 0101-0-0011
T 01-100-0011
T -10100-0011
T 0101--00011
T 01-10-00011
T -1010-00011
T 01-1-000011
T -101-000011
T -1-10000011
T 0101000-1-1
T 010100-01-1
T 01010-001-1
T 0101-0001-1
T 01-100001-1
T -10100001-1
T 010100--101
T 01010-0-101
T 0101-00-101
T 01-1000-101
T -101000-101
T 01010--0101
T 0101-0-0101
T 01-100-0101
T -10100-0101
T 0101--00101
T 01-10-00101
T -1010-00101
T 01-1-000101
T -101-000101
T -1-10000101
T 01010001--1
T 010100-10-1
T 01010-010-1
T 0101-0010-1
T 01-100010-1
T -10100010-1
T 010100-1-01
T 01010-01-01
T 0101-001-01
T 01-10001-01
T -1010001-01
T 01010--1001
T 0101-0-1001
T 01-100-1001
T -10100-1001
T 0101--01001
T 01-10-01001
T -1010-01001
T 01-1-001001
T -101-001001
T -1-10001001
T 01010010--1
T 0101001-0-1
T 01010-100-1
T 0101-0100-1
T 01-100100-1
T -10100100-1
T 0101001--01
T 01010-10-01
T 0101-010-01
T 01-10010-01
T -1010010-01
T 01010-1-001
T 0101-01-001
T 01-1001-001
T -101001-001
T 0101--10001
T 01-10-10001
T -1010-10001
T 01-1-010001
T -101-010001
T -1-10010001
T 01010100--1
T 0101010-0-1
T 010101-00-1
T 0101-1000-1
T 01-101000-1
T -10101000-1
T 0101010--01
T 010101-0-01
T 0101-100-01
T 01-10100-01
T -1010100-01
T 010101--001
T 0101-10-001
T 01-1010-001
T -101010-001
T 0101-1-0001
T 01-101-0001
T -10101-0001
T 01-1-100001
T -101-100001
T -1-10100001
T 01011000--1
T 0101100-0-1
T 010110-00-1
T 01011-000-1
T 01-110000-1
T -10110000-1
T 0101100--01
T 010110-0-01
T 01011-00-01
T 01-11000-01
T -1011000-01
T 010110--001
T 01011-0-001
T 01-1100-001
T -101100-001
T 01011--0001
T 01-110-0001
T -10110-0001
T 01-11-00001
T -1011-00001
T -1-11000001
T 0110000--11
T 011000-0-11
T 01100-00-11
T 0110-000-11
T 011-0000-11
T -1100000-11
T 011000--011
T 01100-0-011
T 0110-00-011
T 011-000-011
T -110000-011
T 01100--0011
T 0110-0-0011
T 011-00-0011
T -11000-0011
T 0110--00011
T 011-0-00011
T -1100-00011
T 011--000011
T -110-000011
T -11-0000011
T 0110000-1-1
T 011000-01-1
T 01100-001-1
T 0110-0001-1
T 011-00001-1
T -11000001-1
T 011000--101
T 01100-0-101
T 0110-00-101
T 011-000-101
T -110000-101
T 01100--0101
T 0110-0-0101
T 011-00-0101
T -11000-0101
T 0110--00101
T 011-0-00101
T -1100-00101
T 011--000101
T -110-000101
T -11-0000101
T 01100001--1
T 011000-10-1
T 01100-010-1
T 0110-0010-1
T 011-00010-1
T -11000010-1
T 011000-1-01
T 01100-01-01
T 0110-001-01
T 011-0001-01
T -1100001-01
T 01100--1001
T 0110-0-1001
T 011-00-1001
T -11000-1001
T 0110--01001
T 011-0-01001
T -1100-01001
T 011--001001
T -110-001001
T -11-0001001
T 01100010--1
T 0110001-0-1
T 01100-100-1
T 0110-0100-1
T 011-00100-1
T -11000100-1
T 0110001--01
T 01100-10-01
T 0110-010-01
T 011-0010-01
T -1100010-01
T 01100-1-001
T 0110-01-001
T 011-001-001
T -110001-001
T 0110--10001
T 011-0-10001
T -1100-10001
T 011--010001
T -110-010001
T -11-0010001
T 01100100--1
T 0110010-0-1
T 011001-00-1
T 0110-1000-1
T 011-01000-1
T -11001000-1
T 0110010--01
T 011001-0-01
T 0110-100-01
T 011-0100-01
T -1100100-01
T 011001--001
T 0110-10-001
T 011-010-001
T -110010-001
T 0110-1-0001
T 011-01-0001
T -11001-0001
T 011--100001
T -110-100001
T -11-0100001
T 01101000--1
T 0110100-0-1
T 011010-00-1
T 01101-000-1
T 011-10000-1
T -11010000-1
T 0110100--01
T 011010-0-01
T 01101-00-01
T 011-1000-01
T -1101000-01
T 011010--001
T 01101-0-001
T 011-100-001
T -110100-001
T 01101--0001
T 011-10-0001
T -11010-0001
T 011-1-00001
T -1101-00001
T -11-1000001
T 01110000--1
T 0111000-0-1
T 011100-00-1
T 01110-000-1
T 0111-0000-1
T -11100000-1
T 0111000--01
T 011100-0-01
T 01110-00-01
T 0111-000-01
T -1110000-01
T 011100--001
T 01110-0-001
T 0111-00-001
T -111000-001
T 01110--0001
T 0111-0-0001
T -11100-0001
T 0111--00001
T -1110-00001
T -111-000001
T 100000--111
T 10000-0-111
T 1000-00-111
T 100-000-111
T 10-0000-111
T 1-00000-111
T 10000--0111
T 1000-0-0111
T 100-00-0111
T 10-000-0111
T 1-0000-0111
T 1000--00111
T 100-0-00111
T 10-00-00111
T 1-000-00111
T 100--000111
T 10-0-000111
T 1-00-000111
T 10--0000111
T 1-0-0000111
T 1--00000111
T 100000-1-11
T 10000-01-11
T 1000-001-11
T 100-0001-11
T 10-00001-11
T 1-000001-11
T 10000--1011
T 1000-0-1011
T 100-00-1011
T 10-000-1011
T 1-0000-1011
T 1000--01011
T 100-0-01011
T 10-00-01011
T 1-000-01011
T 100--001011
T 10-0-001011
T 1-00-001011
T 10--0001011
T 1-0-0001011
T 1--00001011
T 100000-11-1
T 10000-011-1
T 1000-0011-1
T 100-00011-1
T 10-000011-1
T 1-0000011-1
T 10000--1101
T 1000-0-1101
T 100-00-1101
T 10-000-1101
T 1-0000-1101
T 1000--01101
T 100-0-01101
T 10-00-01101
T 1-000-01101
T 100--001101
T 10-0-001101
T 1-00-001101
T 10--0001101
T 1-0-0001101
T 1--00001101
T 1000001--11
T 10000-10-11
T 1000-010-11
T 100-0010-11
T 10-00010-11
T 1-000010-11
T 10000-1-011
T 1000-01-011
T 100-001-011
T 10-0001-011
T 1-00001-011
T 1000--10011
T 100-0-10011
T 10-00-10011
T 1-000-10011
T 100--010011
T 10-0-010011
T 1-00-010011
T 10--0010011
T 1-0-0010011
T 1--00010011
T 1000001-1-1
T 10000-101-1
T 1000-0101-1
T 100-00101-1
T 10-000101-1
T 1-0000101-1
T 10000-1-101
T 1000-01-101
T 100-001-101
T 10-0001-101
T 1-00001-101
T 1000--10101
T 100-0-10101
T 10-00-10101
T 1-000-10101
T 100--010101
T 10-0-010101
T 1-00-010101
T 10--0010101
T 1-0-0010101
T 1--00010101
T 10000011--1
T 10000-110-1
T 1000-0110-1
T 100-00110-1
T 10-000110-1
T 1-0000110-1
T 10000-11-01
T 1000-011-01
T 100-0011-01
T 10-00011-01
T 1-000011-01
T 1000--11001
T 100-0-11001
T 10-00-11001
T 1-000-11001
T 100--011001
T 10-0-011001
T 1-00-011001
T 10--0011001
T 1-0-0011001
T 1--00011001
T 1000010--11
T 100001-0-11
T 1000-100-11
T 100-0100-11
T 10-00100-11
T 1-000100-11
T 100001--011
T 1000-10-011
T 100-010-011
T 10-0010-011
T 1-00010-011
T 1000-1-0011
T 100-01-0011
T 10-001-0011
T 1-0001-0011
T 100--100011
T 10-0-100011
T 1-00-100011
T 10--0100011
T 1-0-0100011
T 1--00100011
T 1000010-1-1
T 100001-01-1
T 1000-1001-1
T 100-01001-1
T 10-001001-1
T 1-0001001-1
T 100001--101
T 1000-10-101
T 100-010-101
T 10-0010-101
T 1-00010-101
T 1000-1-0101
T 100-01-0101
T 10-001-0101
T 1-0001-0101
T 100--100101
T 10-0-100101
T 1-00-100101
T 10--0100101
T 1-0-0100101
T 1--00100101
T 10000101--1
T 100001-10-1
T 1000-1010-1
T 100-01010-1
T 10-001010-1
T 1-0001010-1
T 100001-1-01
T 1000-101-01
T 100-0101-01
T 10-00101-01
T 1-000101-01
T 1000-1-1001
T 100-01-1001
T 10-001-1001
T 1-0001-1001
T 100--101001
T 10-0-101001
T 1-00-101001
T 10--0101001
T 1-0-0101001
T 1--00101001
T 10000110--1
T 1000011-0-1
T 1000-1100-1
T 100-01100-1
T 10-001100-1
T 1-0001100-1
T 1000011--01
T 1000-110-01
T 100-0110-01
T 10-00110-01
T 1-000110-01
T 1000-11-001
T 100-011-001
T 10-0011-001
T 1-00011-001
T 100--110001
T 10-0-110001
T 1-00-110001
T 10--0110001
T 1-0-0110001
T 1--00110001
T 1000100--11
T 100010-0-11
T 10001-00-11
T 100-1000-11
T 10-01000-11
T 1-001000-11
T 100010--011
T 10001-0-011
T 100-100-011
T 10-0100-011
T 1-00100-011
T 10001--0011
T 100-10-0011
T 10-010-0011
T 1-0010-0011
T 100-1-00011
T 10-01-00011
T 1-001-00011
T 10--1000011
T 1-0-1000011
T 1--01000011
T 1000100-1-1
T 100010-01-1
T 10001-001-1
T 100-10001-1
T 10-010001-1
T 1-0010001-1
T 100010--101
T 10001-0-101
T 100-100-101
T 10-0100-101
T 1-00100-101
T 10001--0101
T 100-10-0101
T 10-010-0101
T 1-0010-0101
T 100-1-00101
T 10-01-00101
T 1-001-00101
T 10--1000101
T 1-0-1000101
T 1--01000101
T 10001001--1
T 100010-10-1
T 10001-010-1
T 100-10010-1
T 10-010010-1
T 1-0010010-1
T 100010-1-01
T 10001-01-01
T 100-1001-01
T 10-01001-01
T 1-001001-01
T 10001--1001
T 100-10-1001
T 10-010-1001
T 1-0010-1001
T 100-1-01001
T 10-01-01001
T 1-001-01001
T 10--1001001
T 1-0-1001001
T 1--01001001
T 10001010--1
T 1000101-0-1
T 10001-100-1
T 100-10100-1
T 10-010100-1
T 1-0010100-1
T 1000101--01
T 10001-10-01
T 100-1010-01
T 10-01010-01
T 1-001010-01
T 10001-1-001
T 100-101-001
T 10-0101-001
T 1-00101-001
T 100-1-10001
T 10-01-10001
T 1-001-10001
T 10--1010001
T 1-0-1010001
T 1--01010001
T 10001100--1
T 1000110-0-1
T 100011-00-1
T 100-11000-1
T 10-011000-1
T 1-0011000-1
T 1000110--01
T 100011-0-01
T 100-1100-01
T 10-01100-01
T 1-001100-01
T 100011--001
T 100-110-001
T 10-0110-001
T 1-00110-001
T 100-11-0001
T 10-011-0001
T 1-0011-0001
T 10--1100001
T 1-0-1100001
T 1--01100001
T 1001000--11
T 100100-0-11
T 10010-00-11
T 1001-000-11
T 10-10000-11
T 1-010000-11
T 100100--011
T 10010-0-011
T 1001-00-011
T 10-1000-011
T 1-01000-011
T 10010--0011
T 1001-0-0011
T 10-100-0011
T 1-0100-0011
T 1001--00011
T 10-10-00011
T 1-010-00011
T 10-1-000011
T 1-01-000011
T 1--10000011
T 1001000-1-1
T 100100-01-1
T 10010-001-1
T 1001-0001-1
T 10-100001-1
T 1-0100001-1
T 100100--101
T 10010-0-101
T 1001-00-101
T 10-1000-101
T 1-01000-101
T 10010--0101
T 1001-0-0101
T 10-100-0101
T 1-0100-0101
T 1001--00101
T 10-10-00101
T 1-010-00101
T 10-1-000101
T 1-01-000101
T 1--10000101
T 10010001--1
T 100100-10-1
T 10010-010-1
T 1001-0010-1
T 10-100010-1
T 1-0100010-1
T 100100-1-01
T 10010-01-01
T 1001-001-01
T 10-10001-01
T 1-010001-01
T 10010--1001
T 1001-0-1001
T 10-100-1001
T 1-0100-1001
T 1001--01001
T 10-10-01001
T 1-010-01001
T 10-1-001001
T 1-01-001001
T 1--10001001
T 10010010--1
T 1001001-0-1
T 10010-100-1
T 1001-0100-1
T 10-100100-1
T 1-0100100-1
T 1001001--01
T 10010-10-01
T 1001-010-01
T 10-10010-01
T 1-010010-01
T 10010-1-001
T 1001-01-001
T 10-1001-001
T 1-01001-001
T 1001--10001
T 10-10-10001
T 1-010-10001
T 10-1-010001
T 1-01-010001
T 1--10010001
T 10010100--1
T 1001010-0-1
T 100101-00-1
T 1001-1000-1
T 10-101000-1
T 1-0101000-1
T 1001010--01
T 100101-0-01
T 1001-100-01
T 10-10100-01
T 1-010100-01
T 100101--001
T 1001-10-001
T 10-1010-001
T 1-01010-001
T 1001-1-0001
T 10-101-0001
T 1-0101-0001
T 10-1-100001
T 1-01-100001
T 1--10100001
T 10011000--1
T 1001100-0-1
T 100110-00-1
T 10011-000-1
T 10-110000-1
T 1-0110000-1
T 1001100--01
T 100110-0-01
T 10011-00-01
T 10-11000-01
T 1-011000-01
T 100110--001
T 10011-0-001
T 10-1100-001
T 1-01100-001
T 10011--0001
T 10-110-0001
T 1-0110-0001
T 10-11-00001
T 1-011-00001
T 1--11000001
T 1010000--11
T 101000-0-11
T 10100-00-11
T 1010-000-11
T 101-0000-11
T 1-100000-11
T 101000--011
T 10100-0-011
T 1010-00-011
T 101-000-011
T 1-10000-011
T 10100--0011
T 1010-0-0011
T 101-00-0011
T 1-1000-0011
T 1010--00011
T 101-0-00011
T 1-100-00011
T 101--000011
T 1-10-000011
T 1-1-0000011
T 1010000-1-1
T 101000-01-1
T 10100-001-1
T 1010-0001-1
T 101-00001-1
T 1-1000001-1
T 101000--101
T 10100-0-101
T 1010-00-101
T 101-000-101
T 1-10000-101
T 10100--0101
T 1010-0-0101
T 101-00-0101
T 1-1000-0101
T 1010--00101
T 101-0-00101
T 1-100-00101
T 101--000101
T 1-10-000101
T 1-1-0000101
T 10100001--1
T 101000-10-1
T 10100-010-1
T 1010-0010-1
T 101-00010-1
T 1-1000010-1
T 101000-1-01
T 10100-01-01
T 1010-001-01
T 101-0001-01
T 1-100001-01
T 10100--1001
T 1010-0-1001
T 101-00-1001
T 1-1000-1001
T 1010--01001
T 101-0-01001
T 1-100-01001
T 101--001001
T 1-10-001001
T 1-1-0001001
T 10100010--1
T 1010001-0-1
T 10100-100-1
T 1010-0100-1
T 101-00100-1
T 1-1000100-1
T 1010001--01
T 10100-10-01
T 1010-010-01
T 101-0010-01
T 1-100010-01
T 10100-1-001
T 1010-01-001
T 101-001-001
T 1-10001-001
T 1010--10001
T 101-0-10001
T 1-100-10001
T 101--010001
T 1-10-010001
T 1-1-0010001
T 10100100--1
T 1010010-0-1
T 101001-00-1
T 1010-1000-1
T 101-01000-1
T 1-1001000-1
T 1010010--01
T 101001-0-01
T 1010-100-01
T 101-0100-01
T 1-100100-01
T 101001--001
T 1010-10-001
T 101-010-001
T 1-10010-001
T 1010-1-0001
T 101-01-0001
T 1-1001-0001
T 101--100001
T 1-10-100001
T 1-1-0100001
T 10101000--1
T 1010100-0-1
T 101010-00-1
T 10101-000-1
T 101-10000-1
T 1-1010000-1
T 1010100--01
T 101010-0-01
T 10101-00-01
T 101-1000-01
T 1-101000-01
T 101010--001
T 10101-0-001
T 101-100-001
T 1-10100-001
T 10101--0001
T 101-10-0001
T 1-1010-0001
T 101-1-00001
T 1-101-00001
T 1-1-1000001
T 10110000--1
T 1011000-0-1
T 101100-00-1
T 10110-000-1
T 1011-0000-1
T 1-1100000-1
T 1011000--01
T 101100-0-01
T 10110-00-01
T 1011-000-01
T 1-110000-01
T 101100--001
T 10110-0-001
T 1011-00-001
T 1-11000-001
T 10110--0001
T 1011-0-0001
T 1-1100-0001
T 1011--00001
T 1-110-00001
T 1-11-000001
T 1100000--11
T 110000-0-11
T 11000-00-11
T 1100-000-11
T 110-0000-11
T 11-00000-11
T 110000--011
T 11000-0-011
T 1100-00-011
T 110-000-011
T 11-0000-011
T 11000--0011
T 1100-0-0011
T 110-00-0011
T 11-000-0011
T 1100--00011
T 110-0-00011
T 11-00-00011
T 110--000011
T 11-0-000011
T 11--0000011
T 1100000-1-1
T 110000-01-1
T 11000-001-1
T 1100-0001-1
T 110-00001-1
T 11-000001-1
T 110000--101
T 11000-0-101
T 1100-00-101
T 110-000-101
T 11-0000-101
T 11000--0101
T 1100-0-0101
T 110-00-0101
T 11-000-0101
T 1100--00101
T 110-0-00101
T 11-00-00101
T 110--000101
T 11-0-000101
T 11--0000101
T 11000001--1
T 110000-10-1
T 11000-010-1
T 1100-0010-1
T 110-00010-1
T 11-000010-1
T 110000-1-01
T 11000-01-01
T 1100-001-01
T 110-0001-01
T 11-00001-01
T 11000--1001
T 1100-0-1001
T 110-00-1001
T 11-000-1001
T 1100--01001
T 110-0-01001
T 11-00-01001
T 110--001001
T 11-0-001001
T 11--0001001
T 11000010--1
T 1100001-0-1
T 11000-100-1
T 1100-0100-1
T 110-00100-1
T 11-000100-1
T 1100001--01
T 11000-10-01
T 1100-010-01
T 110-0010-01
T 11-00010-01
T 11000-1-001
T 1100-01-001
T 110-001-001
T 11-0001-001
T 1100--10001
T 110-0-10001
T 11-00-10001
T 110--010001
T 11-0-010001
T 11--0010001
T 11000100--1
T 1100010-0-1
T 110001-00-1
T 1100-1000-1
T 110-01000-1
T 11-001000-1
T 1100010--01
T 110001-0-01
T 1100-100-01
T 110-0100-01
T 11-00100-01
T 110001--001
T 1100-10-001
T 110-010-001
T 11-0010-001
T 1100-1-0001
T 110-01-0001
T 11-001-0001
T 110--100001
T 11-0-100001
T 11--0100001
T 11001000--1
T 1100100-0-1
T 110010-00-1
T 11001-000-1
T 110-10000-1
T 11-010000-1
T 1100100--01
T 110010-0-01
T 11001-00-01
T 110-1000-01
T 11-01000-01
T 110010--001
T 11001-0-001
T 110-100-001
T 11-0100-001
T 11001--0001
T 110-10-0001
T 11-010-0001
T 110-1-00001
T 11-01-00001
T 11--1000001
T 11010000--1
T 1101000-0-1
T 110100-00-1
T 11010-000-1
T 1101-0000-1
T 11-100000-1
T 1101000--01
T 110100-0-01
T 11010-00-01
T 1101-000-01
T 11-10000-01
T 110100--001
T 11010-0-001
T 1101-00-001
T 11-1000-001
T 11010--0001
T 1101-0-0001
T 11-100-0001
T 1101--00001
T 11-10-00001
T 11-1-000001
T 11100000--1
T 1110000-0-1
T 111000-00-1
T 11100-000-1
T 1110-0000-1
T 111-00000-1
T 1110000--01
T 111000-0-01
T 11100-00-01
T 1110-000-01
T 111-0000-01
T 111000--001
T 11100-0-001
T 1110-00-001
T 111-000-001
T 11100--0001
T 1110-0-0001
T 111-00-0001
T 1110--00001
T 111-0-00001
T 111--000001
T 0000--11111
T 000-0-11111
T 00-00-11111
T 0-000-11111
T -0000-11111
T 000--011111
T 00-0-011111
T 0-00-011111
T -000-011111
T 00--0011111
T 0-0-0011111
T -00-0011111
T 0--00011111
T -0-00011111
T --000011111
T 0000-1-1111
T 000-01-1111
T 00-001-1111
T 0-0001-1111
T -00001-1111
T 000--101111
T 00-0-101111
T 0-00-101111
T -000-101111
T 00--0101111
T 0-0-0101111
T -00-0101111
T 0--00101111
T -0-00101111
T --000101111
T 0000-11-111
T 000-011-111
T 00-0011-111
T 0-00011-111
T -000011-111
T 000--110111
T 00-0-110111
T 0-00-110111
T -000-110111
T 00--0110111
T 0-0-0110111
T -00-0110111
T 0--00110111
T -0-00110111
T --000110111
T 0000-111-11
T 000-0111-11
T 00-00111-11
T 0-000111-11
T -0000111-11
T 000--111011
T 00-0-111011
T 0-00-111011
T -000-111011
T 00--0111011
T 0-0-0111011
T -00-0111011
T 0--00111011
T -0-00111011
T --000111011
T 0000-1111-1
T 000-01111-1
T 00-001111-1
T 0-0001111-1
T -00001111-1
T 000--111101
T 00-0-111101
T 0-00-111101
T -000-111101
T 00--0111101
T 0-0-0111101
T -00-0111101
T 0--00111101
T -0-00111101
T --000111101
T 00001--1111
T 000-10-1111
T 00-010-1111
T 0-0010-1111
T -00010-1111
T 000-1-01111
T 00-01-01111
T 0-001-01111
T -0001-01111
T 00--1001111
T 0-0-1001111
T -00-1001111
T 0--01001111
T -0-01001111
T --001001111
T 00001-1-111
T 000-101-111
T 00-0101-111
T 0-00101-111
T -000101-111
T 000-1-10111
T 00-01-10111
T 0-001-10111
T -0001-10111
T 00--1010111
T 0-0-1010111
T -00-1010111
T 0--01010111
T -0-01010111
T --001010111
T 00001-11-11
T 000-1011-11
T 00-01011-11
T 0-001011-11
T -0001011-11
T 000-1-11011
T 00-01-11011
T 0-001-11011
T -0001-11011
T 00--1011011
T 0-0-1011011
T -00-1011011
T 0--01011011
T -0-01011011
T --001011011
T 00001-111-1
T 000-10111-1
T 00-010111-1
T 0-0010111-1
T -00010111-1
T 000-1-11101
T 00-01-11101
T 0-001-11101
T -0001-11101
T 00--1011101
T 0-0-1011101
T -00-1011101
